"School IRN","Name","Address","City","State","Postal Code","Virtual","Open Status","County","Sponsor","Operator","Organization Status","Years in operation","Grades Served","Specialization","Avg Teacher Exp","% of teachers with masters degrees","Teacher attendance %","# of students","# of FT teachers","Student-teacher ratio","% of kids in poverty","% of kids with special needs","% gifted","% white","% non-white","% enrolled less than 3 years","Letter grade standards met","Letter grade performance index","Performance index score","Letter grade overall value-add","Letter grade gifted value-add","Letter grade disabled value-add","Letter grade lowest 20% value-add","Letter grade of AMO","Attendance rate","Graduation rate","State Funding per Student","% Spent in Classroom","% Spent on Administration","Third Grade Reading Student Count","Third Grade Reading Student Count At or Above 392","Third Grade Reading Percentage","Read 3rd Grade % at or above Proficient"
"000953","Mt. Healthy Preparatory and Fitness Academy","7601 Harrison Ave","Cincinnati","OH","45231-3107","Site Based","Open","Hamilton","Ohio Council of Community Schools","EdVantages","Non Profit","8","K,1-8,SN","General","0","9.5","97.6","236","19","12.4","84.3","20.3","NA","NA","NA","-14.3","F","C","84.417","A","NA","NA","A","F","94.7","NA","7495.86","100.0","0.0","36.0","28.0","77.8","60.6"
"000736","HBCU Preparatory School 1","12601 Shaker Blvd","Cleveland","OH","44120-2041","Site Based","Open","Cuyahoga","Dept Of Education","Freestanding","Non Profit","8","K-12","General","1","0.0","97.2","87","3","29.0","92.0","NA","NA","NA","NA","86.2","F","C","88.590","A","NA","NA","NA","F","95.9","NA","5557.18","100.0","0.0","27.0","19.0","70.4","72.7"
"000738","HBCU Preparatory School 2","12601 Shaker Blvd","Cleveland","OH","44120-2041","Site Based","Open","Cuyahoga","Dept Of Education","Freestanding","Non Profit","7","K-12","General","3","30.8","97.2","123","7","17.6",">95.0","NA","NA","NA","NA","100.0","NA","NA","0.000","NA","NA","NA","NA","NA","95.7","NA","6330.40","100.0","0.0","NA","NA","NA","NA"
"133942","Toledo School For The Arts","333 14th St","Toledo","OH","43604-5459","Site Based","Open","Lucas","Bowling Green State University","Freestanding","Non Profit","14","6-12","General","7","33.3","96.9","637","46","13.8","35.3","6.6","NA","64.4","35.6","-33.4","A","B","104.343","F","NA","C","B","A","96.0","93.9","6403.36","84.5","15.5","NA","NA","NA","NA"
"000608","Summit Academy Transition High School-Cincinnati","5800 Salvia Ave","Cincinnati","OH","45224-3029","Site Based","Open","Hamilton","Kids Count of Dayton, Inc.","Summit Academy Management","Non Profit","6","8-12,UNG","Special Education","4","52.2","100","92","23","4.0","58.7","83.7","NA","52.2","47.8","-14.2","F","D","81.333","NA","NA","NA","NA","NA","92.8","73.3","10919.33","96.9","3.1","NA","NA","NA","NA"
"000609","Summit Academy Middle School - Lorain","346 Illinois Ave","Lorain","OH","44052-2106","Site Based","Open","Lorain","ESC of Lake Erie West","Summit Academy Management","Non Profit","9","5-10,UNG","Special Education","4","31.8","99.3","88","22","4.0",">95.0","86.4","NA","53.4","46.6","94.3","F","D","66.735","A","NA","C","C","F","87.7","NA","17660.34","97.2","2.8","NA","NA","NA","NA"
"009283","Dayton Early College Academy, Inc","300 College Park","Dayton","OH","45469-0001","Site Based","Open","Montgomery","Dayton City","Freestanding","Non Profit","6","7-12","General","5","47.4","97.7","436","34","12.8","80.3","NA","NA","6.4","93.6","-32.7","B","B","97.440","A","NA","NA","A","F","96.5","82.9","6857.79","90.1","9.9","NA","NA","NA","NA"
"009192","Foundation Academy","1050 Wyandotte Ave","Mansfield","OH","44906-1939","Site Based","Open","Richland","Ohio Council of Community Schools","Mosaica Education, Inc.","For Profit","6","K-12","General","1","56.9","98.4","342","21","16.3","89.5","11.1","NA","50.0","50.0","-33.5","F","C","86.903","A","NA","B","B","F","93.6","NA","7421.57","71.7","28.3","42.0","31.0","73.8","74.4"
"009990","Horizon Science Academy Elementary School","2835 Morse Rd","Columbus","OH","43231-6033","Site Based","Open","Franklin","Buckeye Community Hope Foundation","Concept Schools","Non Profit","5","K-5","General","3","20.0","97.8","505","25","20.2",">95.0","10.3","NA","4.4","95.6","-16.2","F","D","80.941","B","NA","C","C","F","95.7","NA","6766.91","89.2","10.8","78.0","65.0","83.3","60.9"
"009997","KIPP:  Journey Academy","2750 Agler Rd","Columbus","OH","43224-4616","Site Based","Open","Franklin","Thomas B. Fordham Foundation","KIPP Foundation","Non Profit","5","K-8","General","1","46.2","97.5","325","26","12.5",">95.0","19.1","NA","4.6","95.4","-5.8","F","D","81.408","A","NA","A","A","F","93.3","NA","6479.62","84.6","15.4","NA","NA","NA","NA"
"009996","Mahoning County High School","940 Bryn Mawr Ave","Youngstown","Ohio","44505-4277","Site Based","Open","Mahoning","Mahoning County ESC                                         ","Freestanding","Non Profit","5","9-12","Dropout Recovery 2","13","17.7","97.3","112","5","22.4",">95.0","25.0","NA","NA","NA","95.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","33.3","7578.10","85.1","14.9","NA","NA","NA","NA"
"009971","Ashland County Community Academy","716 Union St","Ashland","OH","44805-1823","Site Based","Open","Ashland","Tri-County ESC","Freestanding","Non Profit","5","9-12","General","1","0.0","95.1","117","4","29.2","62.4","21.4","NA","93.2","6.8","98.3","F","F","58.545","NA","NA","NA","NA","B","87.5","66.2","6748.24","84.7","15.3","NA","NA","NA","NA"
"134247","City Day Community School","318 S Main St","Dayton","OH","45402-2716","Site Based","Open","Montgomery","Educational Resource Consultants of Ohio","Freestanding","Non Profit","-85","K-8","General","2","65.8","98.5","155","12","12.9","94.2","9.7","NA","NA","NA","-28.0","F","D","68.381","F","NA","NA","C","F","86.6","NA","6534.96","84.9","15.1","22.0","11.0","50.0","50.0"
"008000","Lorain Preparatory Academy","3038 Leavitt Rd","Lorain","OH","44052-4112","Site Based","Open","Lorain","St Aloysius Orphanage","Freestanding","Non Profit","7","K-12","General","2","0.0","96.2","149","11","13.5","26.8","19.5","NA","30.2","69.8","-11.8","F","D","82.348","A","NA","C","C","F","93.7","NA","5774.80","80.9","19.1","42.0","28.0","66.7","59.5"
"012501","Beacon Hill Academy","PO Box 285","Mount Eaton","OH","44659-0285","Site Based","Open","Wayne","Tri-County ESC","Freestanding","Non Profit","2","7-12","General","1","29.6","98.5","77","3","25.7","44.2","NA","NA",">95.0","<5.0","","B","B","98.896","F","NA","NA","NA","A","97.5","NA","5516.45","94.8","5.2","NA","NA","NA","NA"
"012042","George V. Voinovich Reclamation Academy","11801 Buckeye Rd","Cleveland","Ohio","44120-2620","Site Based","Open","Cuyahoga","Educational Resource Consultants of Ohio                    ","Freestanding","Non Profit","3","8-12","Dropout Recovery 2","11","52.9","100.0","86","4","21.5",">95.0","NA","NA","NA","NA","99.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6757.53","84.9","15.1","NA","NA","NA","NA"
"133801","Life Skills Ctr Of Youngstown","3405 Market St","Youngstown","Ohio","44507-2009","Site Based","Open","Mahoning","Ohio Council of Community Schools                           ","White Hat Management, Inc.","For Profit","14","9-12","Dropout Recovery 2","5","20.7","95.7","196","11","17.8","91.5","20.6","NA","30.3","69.7","98.19999999999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","4.7","8281.06","71.4","28.6","NA","NA","NA","NA"
"133421","Graham School, The","3950 Indianola Ave","Columbus","OH","43214-3158","Site Based","Open","Franklin","ESC of Central Ohio","Freestanding","Non Profit","13","9-12","General","3","50.3","100","243","74","3.3","46.5","35.4","NA","64.2","35.8","-10.1","F","C","89.016","NA","NA","NA","NA","F","90.2","71.4","7493.21","88.8","11.2","NA","NA","NA","NA"
"133736","Richard Allen Academy","184 Salem Ave","Dayton","OH","45406-5804","Site Based","Open","Montgomery","Office of School Sponsorship","Institute of Charter School Management and Resources","For Profit","14","1-9","General","1","40.0","98.2","98","15","6.5",">95.0","10.2","NA","NA","NA","","F","D","75.882","F","NA","NA","F","F","93.9","NA","7015.20","98.5","1.5","NA","NA","NA","NA"
"143610","Arts & College Preparatory Academy","4401 Hilton Corporate Dr","Columbus","OH","43232-4161","Site Based","Open","Franklin","St Aloysius Orphanage","NA","NA","11","9-12","General","5","16.8","93","300","25","12.0","57.7","7.7","NA","55.0","45.0","-9.0","A","B","106.901","NA","NA","NA","NA","A","93.6","86.8","5469.62","85.5","14.5","NA","NA","NA","NA"
"132951","Constellation Schools: Lorain Community Elementary","5983 W 54th St","Parma","OH","44129-3854","Site Based","Open","Lorain","ESC of Lake Erie West","Constellation Schools, LLC","For Profit","12","K-4","General","1","6.8","96.1","211","15","14.1",">95.0","11.8","NA","28.9","71.1","-18.4","A","B","101.533","A","NA","NA","C","A","94.0","NA","7113.33","87.5","12.5","37.0","37.0","100.0","92.1"
"000546","Winterfield Venture Academy","305 Wenz Rd","Toledo","OH","43615-6244","Site Based","Open","Lucas","ESC of Lake Erie West","National Heritage Academies","For Profit","9","K-8","General","5","44.5","100","470","27","17.4","91.9","11.5","NA","11.9","88.1","100.0","F","D","81.795","A","NA","C","B","F","95.0","NA","8042.35","92.0","8.0","56.0","37.0","66.1","66.0"
"000543","Pinnacle Academy","860 E 222nd St","Euclid","OH","44123-3317","Site Based","Open","Cuyahoga","ESC of Lake Erie West","National Heritage Academies","For Profit","9","K-8","General","4","31.4","100","669","35","19.1","93.3","9.0","NA","4.9","95.1","3.3","F","C","86.144","A","NA","A","A","F","94.1","NA","6733.12","92.1","7.9","77.0","62.0","80.5","74.6"
"000541","Constellation Schools: Outreach Academy for Students with Di","3727 Bosworth Rd","Cleveland","OH","44111-6037","Site Based","Open","Cuyahoga","Buckeye Community Hope Foundation","Constellation Schools, LLC","For Profit","8","K-12","Special Education","0","0.0","97.3","36","8","4.5","NA",">95.0","NA","72.2","27.8","-68.4","NA","F","45.610","NA","NA","NA","NA","NA","95.7","NA","32132.59","89.4","10.6","NA","NA","NA","NA"
"000949","Villaview Community School","1701 E 12th St","Cleveland","OH","44114-3236","Site Based","Open","Cuyahoga","Dept Of Education","Freestanding","Non Profit","7","K-9","General","0","0.0","100","133","7","19.0",">95.0","8.3","NA","NA","NA","89.5","F","F","58.340","D","NA","NA","F","F","85.0","NA","6039.56","83.2","16.8","NA","NA","NA","NA"
"000942","Lakewood City Academy","1470 Warren Rd","Lakewood","Ohio","44107-3918","Site Based","Open","Cuyahoga","Lakewood City                                               ","Freestanding","Non Profit","8","K-12","Dropout Recovery 1 & 2","15","20.5","98.9","157","8","19.6","77.3","11.0","NA","63.2","36.8","-12.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","33.3","5966.05","90.7","9.3","NA","NA","NA","NA"
"000941","Par Excellence Academy","96 Maholm St","Newark","OH","43055-3906","Site Based","Open","Licking","Newark City","Freestanding","Non Profit","8","K-6","General","0","30.8","97.2","127","13","9.8","88.2","25.2","NA","68.5","31.5","-21.0","D","C","95.114","A","NA","NA","NA","F","93.9","NA","7067.79","83.3","16.7","14.0","14.0","100.0","100.0"
"000946","Cleveland Community School","1701 E 12th St","Cleveland","OH","44114-3236","Site Based","Open","Cuyahoga","Dept Of Education","Lighthouse Academies","Non Profit","8","K-12","General","0","25.2","100","218","11","19.8",">95.0","NA","NA","NA","NA","-6.8","F","F","59.524","C","NA","NA","C","F","82.3","NA","4550.98","94.7","5.3","40.0","17.0","42.5","33.3"
"000725","Zenith Academy","8210 Havens Rd","Blacklick","OH","43004-8630","Site Based","Open","Franklin","Educational Resource Consultants of Ohio","Freestanding","Non Profit","9","K-12","General","2","29.2","98.4","364","24","15.2","89.8","2.7","NA","NA","NA","-20.2","F","C","84.789","A","NA","NA","B","F","100.0","NA","7029.67","96.0","4.0","36.0","25.0","69.4","NA"
"000838","Horizon Science Academy-Denison Middle School","1700 Denison Ave","Cleveland","OH","44109-2925","Site Based","Open","Cuyahoga","ESC of Lake Erie West","Concept Schools","Non Profit","9","K-12","General","2","12.5","97.3","300","24","12.5","72.0","10.0","NA","18.3","81.7","-20.3","F","D","76.836","F","NA","NA","D","F","93.7","NA","7411.81","90.8","9.2","26.0","14.0","53.8","29.2"
"008282","Life Skills Center of Columbus North","1900 E Dublin Granville Rd Ste 200","Columbus","Ohio","43229-3553","Site Based","Open","Franklin","St Aloysius Orphanage                                       ","White Hat Management, Inc.","For Profit","7","9-12,UNG","Dropout Recovery 2","15","58.0","96.3","132","9","14.7","78.9","18.7","NA","21.1","78.9","99.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","6.2","7719.45","75.0","25.0","NA","NA","NA","NA"
"000616","Summit Academy Alternative LearnersWarren Middle & Secondary","1461 Moncrest Dr NW","Warren","OH","44485-1928","Site Based","Open","Trumbull","ESC of Lake Erie West","Summit Academy Management","Non Profit","9","5-12,UNG","Special Education","3","31.6","100","102","19","5.4",">95.0","93.1","NA","76.5","23.5","-17.6","F","D","75.568","B","NA","C","C","F","86.6","92.3","16470.90","96.8","3.2","NA","NA","NA","NA"
"000614","Summit Academy Transition High School-Columbus","1855 E Dublin-Granville Rd","Columbus","OH","43229-3516","Site Based","Open","Franklin","Kids Count of Dayton, Inc.","Summit Academy Management","Non Profit","6","8-12,UNG","Special Education","2","45.1","100","129","22","5.9",">95.0","59.7","NA","45.0","55.0","97.69999999999999","F","D","77.000","NA","NA","NA","NA","NA","92.1","72.7","8954.92","96.8","3.2","NA","NA","NA","NA"
"000613","Heir Force Community School","PO Box 180","Lima","OH","45802-0180","Site Based","Open","Allen","ESC of Lake Erie West","Freestanding","Non Profit","9","K-8","General","1","30.0","100","315","20","15.8",">95.0","9.8","NA","23.8","76.2","-27.6","F","C","91.774","A","NA","A","A","F","95.1","NA","6373.02","89.0","11.0","35.0","32.0","91.4","77.1"
"000610","Summit Academy Middle School - Columbus","2521 Fairwood Ave Ste 200","Columbus","OH","43207-2712","Site Based","Open","Franklin","ESC of Lake Erie West","Summit Academy Management","Non Profit","9","5-12,UNG","Special Education","4","39.1","0.0","74","21","3.5",">95.0","71.6","NA","37.8","62.2","100.0","F","D","65.758","B","NA","C","B","F","93.4","NA","10685.90","97.3","2.7","NA","NA","NA","NA"
"132779","Summit Academy Akron Middle School","2791 Mogadore Rd","Akron","OH","44312-1504","Site Based","Open","Summit","ESC of Lake Erie West","Summit Academy Management","Non Profit","12","5-10,UNG","Special Education","3","45.0","100","62","20","3.1","79.0","82.3","NA","58.1","41.9","","F","D","78.069","A","NA","A","A","F","92.0","NA","15617.73","97.1","2.9","NA","NA","NA","NA"
"010007","Horizon Science Academy Denison Elementary School","2261 Columbus Rd","Cleveland","OH","44113-4230","Site Based","Open","Cuyahoga","Buckeye Community Hope Foundation","Concept Schools","Non Profit","5","K-5","General","3","25.0","97.6","186","16","11.6","91.4","11.3","NA","18.8","81.2","-19.4","F","D","82.865","A","NA","NA","B","F","93.8","NA","8378.45","85.3","14.7","38.0","25.0","65.8","67.6"
"010006","Knight Academy","110 Arco Dr","Toledo","OH","43607-2960","Site Based","Closed","Lucas","Buckeye Community Hope Foundation","Freestanding","Non Profit","5","4-8","General","0","9.1","0.0","NA","11","NA","NA","NA","NA","NA","NA","","NA","NA","0.000","NA","NA","NA","NA","NA","NA","NA","NA","78.8","21.2","NA","NA","NA","NA"
"010005","Horizon Science Academy Cleveland Elementary School","6000 S Marginal Rd","Cleveland","OH","44103-1042","Site Based","Closed","Cuyahoga","Buckeye Community Hope Foundation","Concept Schools","Non Profit","5","K-5","General","4","15.4","97.7","139","13","10.7",">95.0","8.6","NA","NA","NA","-21.3","F","C","87.044","B","NA","NA","A","B","95.5","NA","7976.29","86.5","13.5","23.0","21.0","91.3","77.3"
"009164","Central Academy of Ohio","2727 Kenwood Blvd","Toledo","OH","43606-3216","Site Based","Open","Lucas","Ohio Council of Community Schools","Global Educational Excellence","For Profit","6","K-12","General","7","45.5","95.5","148","11","13.5","85.1","7.4","NA","24.3","75.7","100.0","F","D","73.627","B","NA","NA","NA","F","93.8","NA","7324.24","93.7","6.3","19.0","11.0","57.9","26.7"
"009163","C.M. Grant Leadership Academy","2030 Leonard Ave","Columbus","OH","43219-2105","Site Based","Open","Franklin","St Aloysius Orphanage","The Leona Group, LLC","For Profit","5","K-8","General","1","16.7","98.7","126","6","21.0",">95.0","15.9","NA","NA","NA","-12.5","F","D","75.564","C","NA","NA","A","F","86.4","NA","7518.87","83.6","16.4","11.0","5.0","45.5","30.0"
"012644","STEAM Academy of Warren","261 Elm Rd NE","Warren","OH","44483-5003","Site Based","Open","Trumbull","Portage County ESC","Freestanding","Non Profit","2","K-8","General","2","8.3","99.7","170","12","14.2",">95.0","15.3","NA","31.8","68.2","98.8","F","D","76.041","A","NA","NA","A","F","91.9","NA","6096.00","87.5","12.5","23.0","11.0","47.8","47.1"
"011511","Lakeland Academy Community School","101 E Main St","Freeport","OH","43973-9355","Site Based","Open","Harrison","North Central Ohio ESC","Freestanding","Non Profit","4","K-12","General","1","0.0","99.4","45","3","15.0","66.7","NA","NA",">95.0","<5.0","91.1","NA","D","81.026","B","NA","NA","A","F","92.0","NA","4675.60","77.3","22.7","NC","NC","NA","NA"
"012513","Cincinnati College Preparatory Academy East","4324 Homer Ave","Cincinnati","OH","45227-2943","Site Based","Open","Hamilton","St Aloysius Orphanage","Freestanding","Non Profit","2","K-6","General","0","13.0","100","305","23","13.3",">95.0","7.9","NA","NA","NA","3.3","F","D","80.904","A","NA","D","D","F","93.7","NA","7767.83","85.1","14.9","34.0","22.0","64.7","87.1"
"133538","Edge Academy, The","92 N Union St","Akron","OH","44304-1347","Site Based","Open","Summit","ESC of Lake Erie West","Freestanding","Non Profit","14","K-5","General","8","18.8","0.0","264","16","16.5",">95.0","13.3","NA","6.4","93.6","-27.0","F","D","83.905","F","NA","C","C","F","95.0","NA","7339.35","93.2","6.8","43.0","34.0","79.1","69.8"
"134197","Green Inspiration Academy","4265 Northfield Rd","Highland Hills","OH","44128-2811","Site Based","Open","Cuyahoga","St Aloysius Orphanage","White Hat Management, Inc.","For Profit","-85","K-8","General","7","33.3","100","166","12","13.8","88.0","10.2","NA","NA","NA","100.0","F","D","73.041","B","NA","NA","C","F","96.7","NA","20617.18","96.8","3.2","16.0","9.0","56.2","60.0"
"133389","Lighthouse Community Sch Inc","6100 Desmond St","Cincinnati","Ohio","45227-1897","Site Based","Open","Hamilton","Cincinnati City                                             ","Freestanding","Non Profit","13","6-12","Dropout Recovery 2 & Special Education","4","NA","98.1","55","7","7.9",">95.0","78.0","NA","NA","NA","96.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","35.5","11631.24","83.1","16.9","NA","NA","NA","NA"
"133561","Millennium Community School","3500 Refugee Rd","Columbus","OH","43232-4862","Site Based","Open","Franklin","Educational Resource Consultants of Ohio","Freestanding","Non Profit","14","K-8","General","0","5.3","98.5","628","37","17.0",">95.0","8.0","NA","NA","NA","-23.8","F","D","77.802","A","NA","F","C","F","93.2","NA","7197.59","82.3","17.7","69.0","41.0","59.4","52.2"
"013173","Imagine Hill Avenue","6145 Hill Ave","Toledo","OH","43615-5600","Site Based","Open","Lucas","Buckeye Community Hope Foundation","Imagine Schools, Inc.","For Profit","1","K-12","General","4","6.3","99.3","175","16","10.9","90.9","10.3","NA","29.7","70.3","100.0","F","D","80.313","D","NA","NA","C","F","93.3","NA","5478.49","97.7","2.3","18.0","15.0","83.3","64.3"
"013170","Hope Academy for Autism","1628 Niles Rd SE","Warren","OH","44484-5111","Site Based","Open","Trumbull","Educational Resource Consultants of Ohio","White Hat Management, Inc.","For Profit","1","K-12","General","0","80.0","99.3","46","5","9.2",">95.0","67.4","NA","56.5","43.5","93.5","NA","F","52.182","C","NA","C","C","NA","87.6","NA","9055.50","87.2","12.8","NC","NC","NA","NA"
"013174","Young Scholars Prep School","1533 Cleveland Ave","Columbus","OH","43211-2743","Site Based","Open","Franklin","Buckeye Community Hope Foundation","Freestanding","Non Profit","1","K-12","General","2","22.2","98.4","63","9","7.0",">95.0","NA","NA","NA","NA","92.1","F","F","55.417","D","NA","NA","D","NA","91.4","NA","3477.03","83.8","16.2","NC","NC","NA","NA"
"013175","Kids Unlimited Academy","2105 N McCord Rd","Toledo","OH","43615-3032","Site Based","Open","Lucas","Ohio Council of Community Schools","Freestanding","Non Profit","1","K-12","General","3","38.5","100","151","13","11.6",">95.0","9.3","NA","NA","NA","100.0","F","D","71.447","C","NA","NA","C","F","91.0","NA","3229.78","91.4","8.6","22.0","4.0","18.2","60.0"
"133413","Electronic Classroom Of Tomorrow","3700 S High St Ste 95","Columbus","OH","43207-4083","ESchool                                                                ","Open","Franklin","ESC of Lake Erie West","Altair Learning Management","For Profit","13","K-12","General","8","58.0","97.4","14611","556","26.3","76.9","19.3","NA","72.9","27.1","-5.9","F","D","81.814","F","NA","F","F","F","92.9","38.4","6048.19","89.4","10.6","278.0","147.0","52.9","50.0"
"132944","Miami Valley Academies","5656 Springboro Pike","Dayton","OH","45449-2806","Site Based","Open","Montgomery","Kids Count of Dayton, Inc.","Freestanding","Non Profit","11","K-12","General","5","32.3","98.9","200","16","12.5","84.0","13.5","NA","67.0","33.0","-24.0","F","C","85.690","B","NA","NA","A","F","88.0","84.2","5944.70","86.4","13.6","15.0","12.0","80.0","78.6"
"000534","Constellation Schools: Puritas Community Middle","5730 Broadview Rd","Parma","OH","44134-1602","Site Based","Open","Cuyahoga","Buckeye Community Hope Foundation","Constellation Schools, LLC","For Profit","7","5-9","General","0","8.5","98.4","135","12","11.2","69.6","14.8","NA","49.6","50.4","-11.6","F","C","90.379","C","NA","B","C","F","95.4","NA","7305.25","89.9","10.1","NA","NA","NA","NA"
"143487","Constellation Schools: Stockyard Community Elementary","3200 W 65th St","Cleveland","OH","44102-5510","Site Based","Open","Cuyahoga","ESC of Lake Erie West","Constellation Schools, LLC","For Profit","9","K-9","General","0","35.7","97.8","269","17","15.8",">95.0","13.8","NA","40.1","59.9","-29.9","F","C","84.382","C","NA","C","C","F","93.3","NA","8201.64","91.2","8.8","40.0","32.0","80.0","75.0"
"143131","Mound Street Health Careers Acadmy","354 Mound St","Dayton","Ohio","45407-3325","Site Based","Open","Montgomery","Montgomery County ESC                                       ","Freestanding","Non Profit","11","9-12,UNG","Dropout Recovery 2","54","83.3","94.0","101","5","20.2","92.6","NA","NA","17.6","82.4","98.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","9.0","8112.18","87.7","12.3","NA","NA","NA","NA"
"143313","West Preparatory Academy","13111 Crossburn Ave","Cleveland","OH","44135-5017","Site Based","Open","Cuyahoga","St Aloysius Orphanage","Freestanding","Non Profit","12","K-8","General","8","38.5","95.5","205","13","15.8",">95.0","15.1","NA","19.5","80.5","100.0","F","D","74.968","F","NA","NA","C","F","92.8","NA","16179.90","97.3","2.7","21.0","14.0","66.7","66.7"
"000288","Auglaize County Educational Academy","1130A East Albert St","Lima","Ohio","45804-1614","Virtual School","Open","Allen","Auglaize County ESC                                         ","Freestanding","Non Profit","9","K-12","Dropout Recovery 2","38","74.4","96.0","94","3","31.3","53.8","35.9","NA","93.6","6.4","-13.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","50.0","6922.58","96.0","4.0","NC","NC","NA","NA"
"000282","Greater Ohio Virtual School","1879 Deerfield Rd","Lebanon","Ohio","45036-9245","Virtual School","Open","Warren","Warren County ESC                                           ","Freestanding","Non Profit","9","7-12","Dropout Recovery 2","14","80.6","99.9","396","25","15.8","36.3","24.3","NA","92.0","8.0","98.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","43.5","6477.41","88.9","11.1","NA","NA","NA","NA"
"000445","General Chappie James Leadership Academy","120 Knox Ave","Dayton","Ohio","45417-7823","Site Based","Open","Montgomery","Kids Count of Dayton, Inc.                                  ","Freestanding","Non Profit","9","9-12","Dropout Recovery 2","0","26.7","100.0","124","11","11.3","92.8","13.3","NA","NA","NA","91.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","25.0","6939.94","78.9","21.1","NA","NA","NA","NA"
"151076","Cardington Lincoln Local Digital Academy","349 Chesterville Ave","Cardington","Ohio","43315-9217","Virtual School","Closed","Morrow","Cardington-Lincoln Local                                    ","Freestanding","Non Profit","9","K,1-12,UNG","Dropout Recovery 1","475","96.4","98.8","33","0","NA","44.8","NA","NA",">95.0","<5.0","93.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","22.7","6857.98","74.2","25.8","NA","NA","NA","NA"
"000843","Bennett Venture Academy","5130 Bennett Road","Toledo","OH","43612","Site Based","Open","Lucas","Buckeye Community Hope Foundation","National Heritage Academies","For Profit","8","K-8","General","5","42.2","100","638","35","18.2","92.2","12.7","NA","51.4","48.6","3.9","F","C","86.424","D","NA","B","D","F","95.4","NA","7493.58","92.3","7.7","79.0","67.0","84.8","74.7"
"143552","Eagle Academy","2014 Consaul St","Toledo","OH","43605-1412","Site Based","Open","Lucas","Buckeye Community Hope Foundation","The Leona Group, LLC","For Profit","12","K-12","General","4","28.3","98.2","517","46","11.2","91.7","11.6","NA","51.6","48.4","-43.7","F","D","70.973","F","NA","NA","C","F","91.2","NA","8140.93","86.0","14.0","52.0","23.0","44.2","36.2"
"011985","Theodore Roosevelt Public Community School","1550 Tremont St","Cincinnati","OH","45214-1432","Site Based","Inactive","Hamilton","Richland Academy","Freestanding","Non Profit","3","K-12","General","0","0.0","99.5","96","5","19.2",">95.0","20.8","NA","NA","NA","91.7","F","D","61.205","B","NA","NA","B","F","88.8","36.4","14470.92","83.4","16.6","NC","NC","NA","NA"
"011987","Horizon Science Academy Toledo Downtown","425 Jefferson Ave 3rd Fl","Toledo","OH","43604-1060","Site Based","Closed","Lucas","Buckeye Community Hope Foundation","Concept Schools","Non Profit","3","K-12","General","3","26.9","97.4","251","26","9.7",">95.0","13.1","NA","14.7","85.3","97.6","F","D","78.172","C","NA","NA","C","F","91.7","NA","9161.35","83.5","16.5","26.0","18.0","69.2","57.7"
"011986","Horizon Science Academy Youngstown","3403 Southern Blvd","Youngstown","OH","44507-2044","Site Based","Open","Mahoning","Buckeye Community Hope Foundation","Concept Schools","Non Profit","3","K-12","General","2","10.3","97.1","385","29","13.3",">95.0","10.1","NA","7.0","93.0","-17.2","F","D","79.329","B","NA","F","D","F","94.2","NA","7481.68","85.3","14.7","53.0","42.0","79.2","68.6"
"012631","Impact Academy Cincinnati","3060 Durrell Ave","Cincinnati","OH","45207-1716","Site Based","Open","Hamilton","Richland Academy","Freestanding","Non Profit","2","K-8","General","0","0.0","100","108","8","13.5",">95.0","NA","NA","NA","NA","","F","D","64.722","F","NA","NA","F","NA","90.9","NA","6434.42","75.6","24.4","NC","NC","NA","NA"
"000664","Life Skills Center of Columbus Southeast","2400 S Hamilton Rd","Columbus","Ohio","43232-4963","Site Based","Open","Franklin","St Aloysius Orphanage                                       ","White Hat Management, Inc.","For Profit","9","9-12,UNG","Dropout Recovery 2","9","12.2","95.7","146","12","12.2","67.3","21.0","NA","17.9","82.1","98.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","8.0","7654.25","76.1","23.9","NA","NA","NA","NA"
"000197","Hamilton Alternative Academy","775 Rathmell Rd","Columbus","Ohio","43207-4737","Site Based","Open","Franklin","Hamilton Local                                              ","Freestanding","Non Profit","10","K-12","Dropout Recovery 1","13","85.2","97.1","60","2","30.0","32.7","NA","NA","79.6","20.4","93.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","29.0","7399.67","54.1","45.9","NA","NA","NA","NA"
"132761","Summit Academy Community School Alternative Learners -Xenia","1694 Pawnee Dr","Xenia","OH","45385-4126","Site Based","Open","Greene","ESC of Lake Erie West","Summit Academy Management","Non Profit","12","K,1-10,UNG","Special Education","2","18.8","100","154","37","4.2","63.0","86.4","NA","84.4","15.6","-17.8","F","D","69.650","B","NA","A","A","F","93.6","NA","13185.06","96.8","3.2","15.0","7.0","46.7","28.6"
